NAME,Principal_Point_Coordinate_X0_mm,Principal_Point_Coordinate_Y0_mm,Rover_Location_xyz_x_m,Rover_Location_xyz_y_m,Rover_Location_xyz_z_m,camera_center_position_x_m,camera_center_position_y_m,camera_center_position_z_m,camera_rotation_angle_roll,camera_rotation_angle_pitch,camera_rotation_angle_yaw
20220125154842_HX1-Ro_GRAS_NaTeCamB-F-005_SCI_N_20220125154842_20220125154842_00250_A.jpg,0.010239,0.022188,141.324657,-1068.28289,-11.965429,-0.166917,-0.808962,1.522822,5.606539,-67.914208,-169.648235
20220130180801_HX1-Ro_GRAS_NaTeCamB-F-005_SCI_N_20220130180801_20220130180801_00255_A.jpg,0.010239,0.022188,130.375364,-1073.37624,-11.602299,-0.741524,-0.38567,1.580187,-77.256589,21.266287,86.689826
20220112072027_HX1-Ro_GRAS_NaTeCamB-F-006_SCI_N_20220112072027_20220112072027_00237_A.jpg,0.010239,0.022188,92.270385,-984.89616,-10.143289,0.232757,-0.840708,1.546957,-30.670026,-73.397488,151.908529
20220117103558_HX1-Ro_GRAS_NaTeCamB-F-006_SCI_N_20220117103558_20220117103558_00242_A.jpg,0.010239,0.022188,127.697072,-1008.003071,-11.462616,0.824414,-0.169803,1.514192,68.041231,7.76258,-85.568874
20220119115344_HX1-Ro_GRAS_NaTeCamB-F-006_SCI_N_20220119115344_20220119115344_00244_A.jpg,0.010239,0.022188,143.211949,-1016.19108,-12.014616,0.320979,-0.842151,1.536934,-31.033597,-66.739493,148.906069
20220122135450_HX1-Ro_GRAS_NaTeCamB-F-006_SCI_N_20220122135450_20220122135450_00247_A.jpg,0.010239,0.022188,143.211949,-1016.19108,-12.014616,0.351817,-0.838442,1.515999,3.834113,-60.05451,-173.190963
20220123143116_HX1-Ro_GRAS_NaTeCamB-F-006_SCI_N_20220123143116_20220123143116_00248_A.jpg,0.010239,0.022188,149.077243,-1049.057057,-12.235796,0.330967,-0.720591,1.540285,56.723465,-49.172899,-110.595051
20220130180936_HX1-Ro_GRAS_NaTeCamB-F-006_SCI_N_20220130180936_20220130180936_00255_A.jpg,0.010239,0.022188,130.375364,-1073.37624,-11.602299,-0.689981,-0.440516,1.576043,-77.626498,-7.601396,94.867394
20220112072202_HX1-Ro_GRAS_NaTeCamB-F-007_SCI_N_20220112072202_20220112072202_00237_A.jpg,0.010239,0.022188,92.270385,-984.89616,-10.143289,0.273823,-0.777519,1.544415,52.699831,-63.978187,-120.407912
20220119115519_HX1-Ro_GRAS_NaTeCamB-F-007_SCI_N_20220119115519_20220119115519_00244_A.jpg,0.010239,0.022188,143.211949,-1016.19108,-12.014616,0.373056,-0.782026,1.535794,39.028825,-63.69081,-135.493475
20220122135625_HX1-Ro_GRAS_NaTeCamB-F-007_SCI_N_20220122135625_20220122135625_00247_A.jpg,0.010239,0.022188,143.211949,-1016.19108,-12.014616,0.397901,-0.763092,1.514798,42.294294,-47.021047,-126.254438
20220130181111_HX1-Ro_GRAS_NaTeCamB-F-007_SCI_N_20220130181111_20220130181111_00255_A.jpg,0.010239,0.022188,130.375364,-1073.37624,-11.602299,-0.617916,-0.46221,1.571392,-73.194061,-36.195877,104.709063
20220112072337_HX1-Ro_GRAS_NaTeCamB-F-008_SCI_N_20220112072337_20220112072337_00237_A.jpg,0.010239,0.022188,92.270385,-984.89616,-10.143289,0.277832,-0.702257,1.54313,69.074848,-36.846227,-99.261371
20220119115654_HX1-Ro_GRAS_NaTeCamB-F-008_SCI_N_20220119115654_20220119115654_00244_A.jpg,0.010239,0.022188,143.211949,-1016.19108,-12.014616,0.388222,-0.703462,1.534931,62.957895,-39.377404,-105.528268
20220122135800_HX1-Ro_GRAS_NaTeCamB-F-008_SCI_N_20220122135800_20220122135800_00247_A.jpg,0.010239,0.022188,143.211949,-1016.19108,-12.014616,0.400117,-0.674531,1.514002,56.115491,-23.642518,-102.617875
20220130181246_HX1-Ro_GRAS_NaTeCamB-F-008_SCI_N_20220130181246_20220130181246_00255_A.jpg,0.010239,0.022188,130.375364,-1073.37624,-11.602299,-0.544647,-0.444936,1.567481,-54.943198,-62.778782,127.145568
20220112072512_HX1-Ro_GRAS_NaTeCamB-F-009_SCI_N_20220112072512_20220112072512_00237_A.jpg,0.010239,0.022188,92.270385,-984.89616,-10.143289,0.243731,-0.635034,1.543444,72.342073,-8.129437,-89.838983
20220122135935_HX1-Ro_GRAS_NaTeCamB-F-009_SCI_N_20220122135935_20220122135935_00247_A.jpg,0.010239,0.022188,143.211949,-1016.19108,-12.014616,0.357861,-0.59696,1.513828,58.938124,1.999248,-86.673619
20220130181421_HX1-Ro_GRAS_NaTeCamB-F-009_SCI_N_20220130181421_20220130181421_00255_A.jpg,0.010239,0.022188,130.375364,-1073.37624,-11.602299,-0.489748,-0.393327,1.565354,22.229543,-71.561813,-151.900323
20220112072647_HX1-Ro_GRAS_NaTeCamB-F-010_SCI_N_20220112072647_20220112072647_00237_A.jpg,0.010239,0.022188,92.270385,-984.89616,-10.143289,0.18064,-0.593825,1.545273,70.942723,20.707742,-81.548569
20220122140110_HX1-Ro_GRAS_NaTeCamB-F-010_SCI_N_20220122140110_20220122140110_00247_A.jpg,0.010239,0.022188,143.211949,-1016.19108,-12.014616,0.282509,-0.550867,1.51432,54.323686,27.406312,-70.071814
20220130181556_HX1-Ro_GRAS_NaTeCamB-F-010_SCI_N_20220130181556_20220130181556_00255_A.jpg,0.010239,0.022188,130.375364,-1073.37624,-11.602299,-0.467899,-0.321185,1.56558,61.364256,-48.843323,-108.839891
20220112072822_HX1-Ro_GRAS_NaTeCamB-F-011_SCI_N_20220112072822_20220112072822_00237_A.jpg,0.010239,0.022188,92.270385,-984.89616,-10.143289,0.105431,-0.589651,1.548129,62.893132,48.849621,-68.677764
20220122140245_HX1-Ro_GRAS_NaTeCamB-F-011_SCI_N_20220122140245_20220122140245_00247_A.jpg,0.010239,0.022188,143.211949,-1016.19108,-12.014616,0.194211,-0.548579,1.515347,37.18198,49.591198,-43.748712
20220130181731_HX1-Ro_GRAS_NaTeCamB-F-011_SCI_N_20220130181731_20220130181731_00255_A.jpg,0.010239,0.022188,130.375364,-1073.37624,-11.602299,-0.484943,-0.247801,1.568099,69.691169,-20.752897,-95.80362
20220112072957_HX1-Ro_GRAS_NaTeCamB-F-012_SCI_N_20220112072957_20220112072957_00237_A.jpg,0.010239,0.022188,92.270385,-984.89616,-10.143289,0.038217,-0.623629,1.551248,24.181317,71.793408,-25.949407
20220122140420_HX1-Ro_GRAS_NaTeCamB-F-012_SCI_N_20220122140420_20220122140420_00247_A.jpg,0.010239,0.022188,143.211949,-1016.19108,-12.014616,0.116581,-0.590706,1.516634,-4.910414,59.067882,6.48197
20220130181906_HX1-Ro_GRAS_NaTeCamB-F-012_SCI_N_20220130181906_20220130181906_00255_A.jpg,0.010239,0.022188,130.375364,-1073.37624,-11.602299,-0.536323,-0.192802,1.572236,71.276808,8.074971,-87.490721
